Province,Wetland,Site,Soil depth,"TN 
Zhejiang,Yueqing Bay,3 ,10—20,1.01 ,5.24 ,391.86 ,102.39 ,0.84 ,13.19 ,7.70 ,6120 ,44.34 ,0.90 ,10.44 ,81.11 ,8.45 ,7.59 ,1.06 ,0.30 ,0.20 ,0.14 ,
Zhejiang,Yueqing Bay,3 ,20—30,0.97 ,2.79 ,74.86 ,76.02 ,0.80 ,12.95 ,7.77 ,7090 ,41.20 ,0.92 ,12.09 ,65.74 ,22.18 ,6.27 ,1.10 ,0.19 ,0.19 ,0.12 ,
Zhejiang,Yueqing Bay,3 ,30—40,1.00 ,2.42 ,123.74 ,91.51 ,0.84 ,12.99 ,7.83 ,6630 ,37.93 ,0.87 ,10.30 ,74.95 ,14.75 ,6.29 ,1.01 ,0.20 ,0.19 ,0.13 ,
Zhejiang,Yueqing Bay,4 ,0—10,1.14 ,3.14 ,65.33 ,123.79 ,0.72 ,11.28 ,8.27 ,3720 ,39.02 ,0.66 ,20.73 ,71.32 ,7.94 ,25.25 ,1.78 ,1.40 ,0.29 ,0.34 ,
Zhejiang,Yueqing Bay,4 ,10—20,1.09 ,3.05 ,322.68 ,82.75 ,0.79 ,10.61 ,8.34 ,4420 ,40.88 ,0.57 ,17.32 ,77.10 ,5.59 ,26.25 ,1.67 ,1.16 ,0.32 ,0.39 ,
Zhejiang,Yueqing Bay,4 ,20—30,0.99 ,3.71 ,116.00 ,79.68 ,0.80 ,11.24 ,8.38 ,4140 ,41.32 ,0.73 ,16.92 ,77.10 ,5.98 ,14.88 ,1.32 ,0.93 ,0.29 ,0.23 ,
Zhejiang,Yueqing Bay,4 ,30—40,0.98 ,3.15 ,67.28 ,90.66 ,0.89 ,11.40 ,8.36 ,4700 ,37.31 ,0.84 ,15.50 ,72.50 ,10.00 ,24.87 ,1.53 ,0.89 ,0.32 ,0.30 ,
Zhejiang,Yueqing Bay,5 ,0—10,1.14 ,5.84 ,106.21 ,88.25 ,0.88 ,12.76 ,8.00 ,4610 ,43.15 ,0.90 ,14.04 ,67.18 ,18.79 ,nd,nd,nd,nd,nd,
Zhejiang,Yueqing Bay,5 ,10—20,1.05 ,2.44 ,320.71 ,80.95 ,0.80 ,12.86 ,8.03 ,4980 ,40.09 ,0.77 ,21.27 ,73.72 ,5.01 ,nd,nd,nd,nd,nd,
Zhejiang,Yueqing Bay,5 ,20—30,0.99 ,3.74 ,125.29 ,90.79 ,0.78 ,13.05 ,7.85 ,6030 ,40.41 ,0.92 ,15.07 ,79.37 ,5.56 ,nd,nd,nd,nd,nd,
Zhejiang,Yueqing Bay,5 ,30—40,1.00 ,2.90 ,213.90 ,81.03 ,0.75 ,13.10 ,8.02 ,5410 ,36.17 ,0.82 ,12.83 ,83.18 ,3.99 ,nd,nd,nd,nd,nd,
Zhejiang,Yueqing Bay,6 ,0—10,1.09 ,4.40 ,183.50 ,122.53 ,0.72 ,11.07 ,8.22 ,3890 ,38.82 ,0.57 ,16.23 ,66.00 ,17.77 ,nd,nd,nd,nd,nd,
Zhejiang,Yueqing Bay,6 ,10—20,0.94 ,5.58 ,204.29 ,109.03 ,0.78 ,11.99 ,8.33 ,4240 ,44.50 ,0.71 ,18.07 ,75.51 ,6.43 ,nd,nd,nd,nd,nd,
Zhejiang,Yueqing Bay,6 ,20—30,0.95 ,2.84 ,17.50 ,76.92 ,0.79 ,11.71 ,8.45 ,4280 ,40.41 ,0.76 ,14.50 ,79.20 ,6.30 ,nd,nd,nd,nd,nd,
Zhejiang,Yueqing Bay,6 ,30—40,0.98 ,2.70 ,189.20 ,94.69 ,0.86 ,11.35 ,8.46 ,4390 ,40.76 ,0.80 ,13.58 ,78.84 ,7.58 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,1 ,0—10,2.08 ,3.91 ,195.37 ,64.61 ,1.02 ,12.05 ,5.39 ,1030 ,51.48 ,0.67 ,16.39 ,70.66 ,12.96 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,1 ,10—20,1.97 ,3.34 ,199.25 ,62.76 ,1.07 ,10.30 ,6.01 ,990 ,51.02 ,0.49 ,15.78 ,68.80 ,15.42 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,1 ,20—30,1.73 ,2.93 ,71.32 ,59.61 ,0.89 ,10.78 ,6.16 ,1130 ,47.26 ,0.73 ,21.39 ,69.96 ,8.65 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,1 ,30—40,1.85 ,3.88 ,106.14 ,82.20 ,0.94 ,11.06 ,6.35 ,1340 ,47.64 ,0.64 ,18.16 ,73.30 ,8.54 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,2 ,0—10,2.21 ,4.47 ,308.38 ,67.49 ,1.05 ,11.01 ,5.50 ,1600 ,48.98 ,0.76 ,19.89 ,66.05 ,14.06 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,2 ,10—20,2.16 ,5.32 ,142.69 ,60.10 ,1.03 ,11.21 ,5.66 ,1810 ,48.24 ,0.75 ,21.44 ,67.92 ,10.64 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,2 ,20—30,1.90 ,4.22 ,115.87 ,67.80 ,0.90 ,11.06 ,6.53 ,1750 ,47.38 ,0.82 ,16.93 ,71.94 ,11.13 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,2 ,30—40,1.96 ,4.34 ,39.21 ,65.68 ,0.86 ,11.44 ,6.34 ,2110 ,45.59 ,0.83 ,21.37 ,67.92 ,10.71 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,3 ,0—10,3.14 ,3.58 ,129.66 ,72.23 ,1.16 ,9.75 ,4.61 ,1510 ,49.03 ,0.67 ,10.79 ,59.96 ,29.25 ,43.65 ,2.77 ,2.14 ,0.35 ,0.37 ,
Fujian,Minjiang River Estuary,3 ,10—20,2.08 ,4.17 ,148.03 ,58.91 ,1.00 ,10.50 ,5.50 ,980 ,46.45 ,0.68 ,15.06 ,65.34 ,19.61 ,34.44 ,2.07 ,1.49 ,0.29 ,0.29 ,
Fujian,Minjiang River Estuary,3 ,20—30,2.15 ,4.26 ,99.56 ,38.04 ,1.02 ,11.61 ,5.76 ,1230 ,48.07 ,0.76 ,13.76 ,68.03 ,18.21 ,46.56 ,2.06 ,1.56 ,0.26 ,0.29 ,
Fujian,Minjiang River Estuary,3 ,30—40,2.01 ,3.94 ,124.10 ,47.43 ,0.81 ,11.46 ,6.11 ,1840 ,50.26 ,0.82 ,12.54 ,72.68 ,14.79 ,43.10 ,2.19 ,1.96 ,0.25 ,0.23 ,
Fujian,Minjiang River Estuary,4 ,0—10,1.90 ,2.88 ,215.93 ,60.52 ,1.05 ,10.25 ,4.82 ,1430 ,48.83 ,0.71 ,16.88 ,65.17 ,17.95 ,28.25 ,1.70 ,0.97 ,0.29 ,0.27 ,
Fujian,Minjiang River Estuary,4 ,10—20,2.76 ,3.60 ,196.62 ,65.03 ,1.09 ,11.53 ,6.44 ,1280 ,48.73 ,0.82 ,12.96 ,71.92 ,15.12 ,51.08 ,1.66 ,1.31 ,0.22 ,0.29 ,
Fujian,Minjiang River Estuary,4 ,20—30,1.95 ,4.43 ,38.95 ,69.27 ,0.98 ,10.93 ,6.38 ,1710 ,47.24 ,0.87 ,21.16 ,70.95 ,7.89 ,32.04 ,2.29 ,1.78 ,0.31 ,0.26 ,
Fujian,Minjiang River Estuary,4 ,30—40,1.95 ,4.25 ,117.51 ,53.85 ,0.91 ,11.09 ,5.92 ,2010 ,47.65 ,0.87 ,14.09 ,74.29 ,11.62 ,36.69 ,2.21 ,1.84 ,0.28 ,0.26 ,
Fujian,Minjiang River Estuary,5 ,0—10,2.78 ,5.55 ,267.26 ,68.53 ,1.11 ,11.11 ,5.15 ,1620 ,50.70 ,0.67 ,10.45 ,62.90 ,26.65 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,5 ,10—20,1.72 ,3.29 ,39.81 ,67.32 ,1.06 ,10.48 ,5.98 ,1060 ,49.29 ,0.62 ,21.71 ,68.82 ,9.47 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,5 ,20—30,1.70 ,3.13 ,71.28 ,44.11 ,0.95 ,10.97 ,6.14 ,1360 ,46.32 ,0.68 ,15.58 ,74.45 ,9.98 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,5 ,30—40,1.86 ,3.54 ,50.48 ,67.53 ,0.86 ,11.22 ,6.45 ,2130 ,49.91 ,0.68 ,19.14 ,64.25 ,16.61 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,6 ,0—10,2.59 ,5.37 ,301.18 ,88.54 ,1.08 ,11.42 ,5.41 ,1260 ,50.47 ,0.61 ,13.22 ,66.38 ,20.41 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,6 ,10—20,1.94 ,3.53 ,144.55 ,72.05 ,1.10 ,10.39 ,5.71 ,1130 ,48.43 ,0.72 ,23.18 ,68.25 ,8.57 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,6 ,20—30,1.86 ,4.39 ,122.22 ,52.74 ,1.00 ,11.11 ,6.50 ,1500 ,46.15 ,0.70 ,22.40 ,69.22 ,8.38 ,nd,nd,nd,nd,nd,
Fujian,Minjiang River Estuary,6 ,30—40,1.83 ,4.42 ,95.78 ,73.55 ,0.89 ,11.40 ,6.48 ,2060 ,51.08 ,0.65 ,20.39 ,70.96 ,8.65 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,1 ,0—10,1.75 ,4.72 ,232.80 ,82.52 ,0.95 ,11.39 ,6.56 ,2870 ,49.54 ,0.73 ,19.55 ,68.90 ,11.55 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,1 ,10—20,1.72 ,4.23 ,93.66 ,63.52 ,0.89 ,10.91 ,6.61 ,3370 ,46.64 ,0.79 ,18.49 ,72.33 ,9.19 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,1 ,20—30,1.49 ,3.91 ,160.95 ,50.15 ,0.75 ,11.50 ,6.82 ,3510 ,45.33 ,0.82 ,17.90 ,73.37 ,8.73 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,1 ,30—40,1.42 ,1.23 ,126.38 ,42.13 ,0.70 ,10.74 ,5.22 ,3330 ,47.68 ,0.79 ,11.15 ,63.63 ,25.23 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,2 ,0—10,1.43 ,4.99 ,306.82 ,75.39 ,0.82 ,9.47 ,7.91 ,3620 ,56.68 ,0.73 ,17.99 ,71.15 ,10.86 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,2 ,10—20,1.62 ,3.65 ,59.96 ,85.85 ,1.02 ,9.25 ,7.93 ,3480 ,51.82 ,0.84 ,12.95 ,75.47 ,11.57 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,2 ,20—30,1.67 ,5.55 ,185.61 ,50.27 ,0.76 ,8.91 ,6.37 ,4870 ,54.68 ,0.71 ,17.80 ,72.22 ,9.98 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,2 ,30—40,1.76 ,5.47 ,88.71 ,115.54 ,0.67 ,9.52 ,5.55 ,5170 ,58.62 ,0.60 ,14.52 ,71.80 ,13.69 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,3 ,0—10,1.88 ,4.86 ,233.43 ,74.89 ,1.08 ,11.60 ,6.40 ,3280 ,50.36 ,0.69 ,14.42 ,70.15 ,15.43 ,28.88 ,1.94 ,0.31 ,0.27 ,0.22 ,
Fujian,Jiulong River Estuary,3 ,10—20,1.65 ,6.30 ,263.91 ,52.37 ,0.89 ,11.39 ,6.32 ,3270 ,50.73 ,0.68 ,14.00 ,70.00 ,15.00 ,27.09 ,2.09 ,0.31 ,0.29 ,0.23 ,
Fujian,Jiulong River Estuary,3 ,20—30,1.75 ,4.65 ,396.71 ,27.15 ,0.79 ,11.59 ,5.82 ,3910 ,50.11 ,0.72 ,18.25 ,72.25 ,9.51 ,23.48 ,2.15 ,0.35 ,0.32 ,0.24 ,
Fujian,Jiulong River Estuary,3 ,30—40,1.73 ,4.62 ,340.58 ,60.63 ,0.67 ,10.91 ,5.83 ,3720 ,46.62 ,0.79 ,15.83 ,67.92 ,16.24 ,24.68 ,1.80 ,0.29 ,0.30 ,0.24 ,
Fujian,Jiulong River Estuary,4 ,0—10,1.63 ,5.55 ,572.59 ,94.46 ,0.83 ,9.09 ,7.76 ,4440 ,58.76 ,0.57 ,11.03 ,72.75 ,16.23 ,36.45 ,2.18 ,1.60 ,0.28 ,0.28 ,
Fujian,Jiulong River Estuary,4 ,10—20,1.63 ,4.05 ,160.21 ,71.30 ,0.99 ,8.64 ,7.63 ,4040 ,55.04 ,0.71 ,11.08 ,71.09 ,17.83 ,38.58 ,2.25 ,1.49 ,0.28 ,0.28 ,
Fujian,Jiulong River Estuary,4 ,20—30,1.62 ,4.90 ,228.42 ,60.74 ,0.72 ,9.12 ,6.60 ,4260 ,56.82 ,0.70 ,16.09 ,67.98 ,15.94 ,46.73 ,2.27 ,1.64 ,0.27 ,0.26 ,
Fujian,Jiulong River Estuary,4 ,30—40,1.55 ,5.22 ,30.69 ,125.38 ,0.77 ,9.94 ,5.32 ,4730 ,57.34 ,0.60 ,13.50 ,72.00 ,13.00 ,53.69 ,2.32 ,1.44 ,0.28 ,0.26 ,
Fujian,Jiulong River Estuary,5 ,0—10,1.78 ,5.57 ,233.12 ,78.71 ,1.06 ,10.33 ,6.31 ,3160 ,47.99 ,0.73 ,9.68 ,69.05 ,21.27 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,5 ,10—20,1.57 ,4.51 ,178.79 ,57.95 ,0.93 ,11.93 ,6.11 ,3650 ,50.34 ,0.72 ,10.39 ,68.14 ,21.47 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,5 ,20—30,1.46 ,4.41 ,278.83 ,38.65 ,0.79 ,11.03 ,5.53 ,3540 ,46.64 ,0.79 ,16.88 ,68.10 ,15.02 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,5 ,30—40,1.45 ,3.49 ,233.48 ,51.38 ,0.72 ,10.74 ,5.49 ,4220 ,86.53 ,0.70 ,20.78 ,70.56 ,8.66 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,6 ,0—10,1.55 ,5.00 ,439.70 ,84.92 ,0.87 ,8.63 ,7.66 ,4240 ,53.58 ,0.76 ,15.48 ,73.21 ,11.31 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,6 ,10—20,1.58 ,3.56 ,110.08 ,78.57 ,1.01 ,8.73 ,7.38 ,4170 ,52.44 ,0.80 ,18.23 ,71.75 ,10.03 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,6 ,20—30,1.70 ,5.11 ,207.01 ,55.51 ,0.78 ,9.62 ,5.84 ,5430 ,55.52 ,0.70 ,11.14 ,73.35 ,15.51 ,nd,nd,nd,nd,nd,
Fujian,Jiulong River Estuary,6 ,30—40,1.70 ,6.95 ,59.70 ,120.46 ,0.77 ,10.74 ,5.42 ,5780 ,58.44 ,0.62 ,13.55 ,73.24 ,13.21 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,1 ,0—10,2.19 ,5.96 ,753.06 ,28.33 ,0.95 ,10.66 ,6.37 ,2470 ,49.41 ,0.71 ,8.77 ,51.43 ,39.80 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,1 ,10—20,1.69 ,4.16 ,330.11 ,49.86 ,0.76 ,13.79 ,5.71 ,2920 ,49.64 ,0.70 ,12.11 ,61.54 ,26.35 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,1 ,20—30,1.50 ,2.60 ,243.81 ,64.90 ,0.66 ,15.12 ,6.06 ,3640 ,51.36 ,0.66 ,11.70 ,62.60 ,25.71 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,1 ,30—40,1.32 ,4.67 ,96.14 ,51.00 ,0.67 ,13.81 ,7.19 ,4620 ,47.39 ,0.74 ,13.67 ,65.41 ,20.92 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,2 ,0—10,1.74 ,5.26 ,714.92 ,78.81 ,0.89 ,13.09 ,6.42 ,2300 ,58.39 ,0.61 ,12.81 ,59.95 ,27.24 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,2 ,10—20,1.48 ,3.01 ,450.33 ,60.19 ,0.69 ,11.57 ,6.90 ,1880 ,54.00 ,0.69 ,21.30 ,72.72 ,5.98 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,2 ,20—30,1.51 ,2.67 ,242.04 ,46.30 ,0.71 ,10.60 ,6.35 ,2030 ,53.50 ,0.67 ,20.15 ,69.85 ,10.00 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,2 ,30—40,1.27 ,5.46 ,164.55 ,56.65 ,0.68 ,11.23 ,6.89 ,1730 ,49.83 ,0.78 ,20.83 ,70.49 ,8.68 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,3 ,0—10,2.10 ,4.72 ,477.11 ,42.78 ,0.96 ,11.37 ,6.42 ,1930 ,49.77 ,0.72 ,11.43 ,60.75 ,27.82 ,8.90 ,1.53 ,0.55 ,0.25 ,0.19 ,
Fujian,Zhangjiang River Estuary,3 ,10—20,1.64 ,3.18 ,525.93 ,51.54 ,0.77 ,13.04 ,6.46 ,2420 ,48.12 ,0.74 ,14.91 ,62.11 ,22.98 ,6.31 ,1.38 ,0.70 ,0.28 ,0.24 ,
Fujian,Zhangjiang River Estuary,3 ,20—30,1.52 ,4.04 ,488.41 ,62.15 ,0.83 ,11.86 ,6.64 ,2990 ,46.59 ,0.76 ,15.44 ,70.05 ,14.51 ,5.66 ,1.26 ,0.64 ,0.28 ,0.25 ,
Fujian,Zhangjiang River Estuary,3 ,30—40,1.31 ,3.09 ,120.85 ,59.06 ,0.69 ,13.23 ,6.72 ,3800 ,44.86 ,0.84 ,18.02 ,70.12 ,11.86 ,7.73 ,1.28 ,0.76 ,0.27 ,0.24 ,
Fujian,Zhangjiang River Estuary,4 ,0—10,1.57 ,5.41 ,498.57 ,64.21 ,0.96 ,15.23 ,6.24 ,2340 ,55.19 ,0.68 ,14.93 ,65.18 ,19.90 ,32.75 ,2.17 ,1.57 ,0.23 ,0.30 ,
Fujian,Zhangjiang River Estuary,4 ,10—20,1.49 ,2.73 ,317.19 ,32.87 ,0.72 ,12.45 ,6.73 ,1990 ,54.00 ,0.65 ,14.08 ,73.93 ,11.99 ,15.57 ,1.90 ,1.16 ,0.26 ,0.28 ,
Fujian,Zhangjiang River Estuary,4 ,20—30,1.28 ,5.17 ,294.21 ,44.04 ,0.67 ,13.34 ,6.50 ,2300 ,51.52 ,0.78 ,13.65 ,67.78 ,18.57 ,12.19 ,1.70 ,1.24 ,0.26 ,0.27 ,
Fujian,Zhangjiang River Estuary,4 ,30—40,1.22 ,5.96 ,74.39 ,41.59 ,0.74 ,11.48 ,7.17 ,2220 ,50.06 ,0.73 ,7.56 ,54.84 ,37.60 ,9.11 ,1.46 ,1.21 ,0.27 ,0.26 ,
Fujian,Zhangjiang River Estuary,5 ,0—10,2.17 ,4.51 ,400.42 ,48.97 ,0.96 ,11.62 ,6.08 ,2550 ,47.80 ,0.75 ,17.55 ,69.34 ,13.12 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,5 ,10—20,1.58 ,3.26 ,487.66 ,48.35 ,0.79 ,13.33 ,6.47 ,2230 ,49.19 ,0.73 ,20.93 ,68.78 ,10.29 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,5 ,20—30,1.53 ,3.58 ,320.17 ,63.05 ,0.76 ,11.85 ,6.96 ,2710 ,46.09 ,0.80 ,19.37 ,68.16 ,12.47 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,5 ,30—40,1.28 ,4.92 ,394.21 ,59.08 ,0.70 ,13.54 ,6.84 ,3140 ,45.83 ,0.74 ,22.13 ,70.02 ,7.85 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,6 ,0—10,1.61 ,5.73 ,519.49 ,88.59 ,0.90 ,15.43 ,6.53 ,2370 ,59.06 ,0.50 ,13.18 ,59.81 ,27.01 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,6 ,10—20,1.44 ,3.47 ,92.92 ,49.57 ,0.69 ,11.94 ,6.67 ,1670 ,55.09 ,0.67 ,22.09 ,71.96 ,5.95 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,6 ,20—30,1.31 ,5.51 ,274.88 ,51.56 ,0.68 ,12.06 ,6.79 ,1390 ,54.25 ,0.66 ,7.69 ,52.24 ,40.08 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,6 ,30—40,1.21 ,5.64 ,77.97 ,37.51 ,0.73 ,11.77 ,7.21 ,1650 ,50.31 ,0.78 ,14.82 ,69.72 ,15.46 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,7 ,0—10,1.48 ,5.69 ,425.93 ,63.89 ,0.74 ,12.96 ,6.45 ,3730 ,44.00 ,0.89 ,18.63 ,70.87 ,10.51 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,7 ,10—20,1.41 ,4.99 ,441.45 ,73.79 ,0.62 ,13.60 ,6.16 ,4830 ,45.39 ,0.83 ,15.84 ,67.48 ,16.68 ,nd,nd,nd,nd,nd,
