"","Source","Site_name","Site","Core","Plot","Replicate","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","Conv_factor","OC_perc","BD_reported_g_cm3","DOI"
"1","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0,0.02,"LOI","0.4*x + 0.0025*x2",5.13,0.305,"https://doi.org/10.17632/2dg3spxsbh.2"
"2","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.02,0.04,"LOI","0.4*x + 0.0025*x2",5.13,0.441,"https://doi.org/10.17632/2dg3spxsbh.2"
"3","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.04,0.06,"LOI","0.4*x + 0.0025*x2",6.04,0.468,"https://doi.org/10.17632/2dg3spxsbh.2"
"4","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.06,0.08,"LOI","0.4*x + 0.0025*x2",4.48,0.486,"https://doi.org/10.17632/2dg3spxsbh.2"
"5","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.08,0.1,"LOI","0.4*x + 0.0025*x2",4.15,0.473,"https://doi.org/10.17632/2dg3spxsbh.2"
"6","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.1,0.12,"LOI","0.4*x + 0.0025*x2",4.94,0.517,"https://doi.org/10.17632/2dg3spxsbh.2"
"7","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.12,0.14,"LOI","0.4*x + 0.0025*x2",4.57,0.7,"https://doi.org/10.17632/2dg3spxsbh.2"
"8","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.14,0.16,"LOI","0.4*x + 0.0025*x2",4.41,0.632,"https://doi.org/10.17632/2dg3spxsbh.2"
"9","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.16,0.18,"LOI","0.4*x + 0.0025*x2",4.14,0.799,"https://doi.org/10.17632/2dg3spxsbh.2"
"10","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.18,0.2,"LOI","0.4*x + 0.0025*x2",4.06,0.777,"https://doi.org/10.17632/2dg3spxsbh.2"
"11","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.2,0.22,"LOI","0.4*x + 0.0025*x2",3.26,0.716,"https://doi.org/10.17632/2dg3spxsbh.2"
"12","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.22,0.24,"LOI","0.4*x + 0.0025*x2",3.71,0.647,"https://doi.org/10.17632/2dg3spxsbh.2"
"13","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.24,0.26,"LOI","0.4*x + 0.0025*x2",3.53,0.782,"https://doi.org/10.17632/2dg3spxsbh.2"
"14","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.26,0.28,"LOI","0.4*x + 0.0025*x2",3.4,0.759,"https://doi.org/10.17632/2dg3spxsbh.2"
"15","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.28,0.3,"LOI","0.4*x + 0.0025*x2",3.3,0.806,"https://doi.org/10.17632/2dg3spxsbh.2"
"16","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.3,0.32,"LOI","0.4*x + 0.0025*x2",3.56,0.745,"https://doi.org/10.17632/2dg3spxsbh.2"
"17","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.32,0.34,"LOI","0.4*x + 0.0025*x2",3.04,0.902,"https://doi.org/10.17632/2dg3spxsbh.2"
"18","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.34,0.36,"LOI","0.4*x + 0.0025*x2",3.14,0.818,"https://doi.org/10.17632/2dg3spxsbh.2"
"19","Gu et al 2020","JG LP1-1","La Pocatiere","LP1-1","LP1","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.36,0.38,"LOI","0.4*x + 0.0025*x2",3.06,0.966,"https://doi.org/10.17632/2dg3spxsbh.2"
"20","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0,0.02,"LOI","0.4*x + 0.0025*x2",9.18,0.302,"https://doi.org/10.17632/2dg3spxsbh.2"
"21","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.02,0.04,"LOI","0.4*x + 0.0025*x2",11.42,0.26,"https://doi.org/10.17632/2dg3spxsbh.2"
"22","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.04,0.06,"LOI","0.4*x + 0.0025*x2",10.6,0.253,"https://doi.org/10.17632/2dg3spxsbh.2"
"23","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.06,0.08,"LOI","0.4*x + 0.0025*x2",12.53,0.253,"https://doi.org/10.17632/2dg3spxsbh.2"
"24","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.08,0.1,"LOI","0.4*x + 0.0025*x2",13.13,0.297,"https://doi.org/10.17632/2dg3spxsbh.2"
"25","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.1,0.12,"LOI","0.4*x + 0.0025*x2",9.85,0.321,"https://doi.org/10.17632/2dg3spxsbh.2"
"26","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.12,0.14,"LOI","0.4*x + 0.0025*x2",7.92,0.39,"https://doi.org/10.17632/2dg3spxsbh.2"
"27","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.14,0.16,"LOI","0.4*x + 0.0025*x2",9.44,0.328,"https://doi.org/10.17632/2dg3spxsbh.2"
"28","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.16,0.18,"LOI","0.4*x + 0.0025*x2",8.16,0.498,"https://doi.org/10.17632/2dg3spxsbh.2"
"29","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.18,0.2,"LOI","0.4*x + 0.0025*x2",7.18,0.488,"https://doi.org/10.17632/2dg3spxsbh.2"
"30","Gu et al 2020","JG LP2-1","La Pocatiere","LP2-1","LP2","Oct","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2018",0.2,0.22,"LOI","0.4*x + 0.0025*x2",5.63,0.597,"https://doi.org/10.17632/2dg3spxsbh.2"
"31","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0,0.02,"LOI","0.4*x + 0.0025*x2",19.28,0.202,"https://doi.org/10.17632/2dg3spxsbh.2"
"32","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.02,0.04,"LOI","0.4*x + 0.0025*x2",18.47,0.223,"https://doi.org/10.17632/2dg3spxsbh.2"
"33","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.04,0.06,"LOI","0.4*x + 0.0025*x2",16.75,0.227,"https://doi.org/10.17632/2dg3spxsbh.2"
"34","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.06,0.08,"LOI","0.4*x + 0.0025*x2",14.97,0.254,"https://doi.org/10.17632/2dg3spxsbh.2"
"35","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.08,0.1,"LOI","0.4*x + 0.0025*x2",8.63,0.318,"https://doi.org/10.17632/2dg3spxsbh.2"
"36","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.1,0.12,"LOI","0.4*x + 0.0025*x2",7.26,0.389,"https://doi.org/10.17632/2dg3spxsbh.2"
"37","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.12,0.14,"LOI","0.4*x + 0.0025*x2",6.98,0.507,"https://doi.org/10.17632/2dg3spxsbh.2"
"38","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.14,0.16,"LOI","0.4*x + 0.0025*x2",4.95,0.54,"https://doi.org/10.17632/2dg3spxsbh.2"
"39","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.16,0.18,"LOI","0.4*x + 0.0025*x2",3.97,0.607,"https://doi.org/10.17632/2dg3spxsbh.2"
"40","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.18,0.2,"LOI","0.4*x + 0.0025*x2",4.61,0.573,"https://doi.org/10.17632/2dg3spxsbh.2"
"41","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.2,0.22,"LOI","0.4*x + 0.0025*x2",4.19,0.668,"https://doi.org/10.17632/2dg3spxsbh.2"
"42","Gu et al 2020","JG LP3-1","La Pocatiere","LP3-1","LP3","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2018",0.22,0.24,"LOI","0.4*x + 0.0025*x2",3.09,0.86,"https://doi.org/10.17632/2dg3spxsbh.2"
"43","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0,0.02,"LOI","0.4*x + 0.0025*x2",5.34,0.384,"https://doi.org/10.17632/2dg3spxsbh.2"
"44","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.02,0.04,"LOI","0.4*x + 0.0025*x2",6.11,0.374,"https://doi.org/10.17632/2dg3spxsbh.2"
"45","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.04,0.06,"LOI","0.4*x + 0.0025*x2",6.27,0.472,"https://doi.org/10.17632/2dg3spxsbh.2"
"46","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.06,0.08,"LOI","0.4*x + 0.0025*x2",4.23,0.645,"https://doi.org/10.17632/2dg3spxsbh.2"
"47","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.08,0.1,"LOI","0.4*x + 0.0025*x2",3.44,0.698,"https://doi.org/10.17632/2dg3spxsbh.2"
"48","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.1,0.12,"LOI","0.4*x + 0.0025*x2",3.35,0.69,"https://doi.org/10.17632/2dg3spxsbh.2"
"49","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.12,0.14,"LOI","0.4*x + 0.0025*x2",3.2,0.776,"https://doi.org/10.17632/2dg3spxsbh.2"
"50","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.14,0.16,"LOI","0.4*x + 0.0025*x2",3.3,0.723,"https://doi.org/10.17632/2dg3spxsbh.2"
"51","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.16,0.18,"LOI","0.4*x + 0.0025*x2",3.61,0.725,"https://doi.org/10.17632/2dg3spxsbh.2"
"52","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.18,0.2,"LOI","0.4*x + 0.0025*x2",3.65,0.697,"https://doi.org/10.17632/2dg3spxsbh.2"
"53","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.2,0.22,"LOI","0.4*x + 0.0025*x2",3.64,0.709,"https://doi.org/10.17632/2dg3spxsbh.2"
"54","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.22,0.24,"LOI","0.4*x + 0.0025*x2",3.59,0.734,"https://doi.org/10.17632/2dg3spxsbh.2"
"55","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.24,0.26,"LOI","0.4*x + 0.0025*x2",3.3,0.788,"https://doi.org/10.17632/2dg3spxsbh.2"
"56","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.26,0.28,"LOI","0.4*x + 0.0025*x2",3.13,0.926,"https://doi.org/10.17632/2dg3spxsbh.2"
"57","Gu et al 2020","JG LP1-2","La Pocatiere","LP1-2","LP1","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.28,0.3,"LOI","0.4*x + 0.0025*x2",3.21,0.861,"https://doi.org/10.17632/2dg3spxsbh.2"
"58","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0,0.02,"LOI","0.4*x + 0.0025*x2",7.34,0.299,"https://doi.org/10.17632/2dg3spxsbh.2"
"59","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.02,0.04,"LOI","0.4*x + 0.0025*x2",9.87,0.301,"https://doi.org/10.17632/2dg3spxsbh.2"
"60","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.04,0.06,"LOI","0.4*x + 0.0025*x2",10.87,0.259,"https://doi.org/10.17632/2dg3spxsbh.2"
"61","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.06,0.08,"LOI","0.4*x + 0.0025*x2",10.08,0.3,"https://doi.org/10.17632/2dg3spxsbh.2"
"62","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.08,0.1,"LOI","0.4*x + 0.0025*x2",10.52,0.299,"https://doi.org/10.17632/2dg3spxsbh.2"
"63","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.1,0.12,"LOI","0.4*x + 0.0025*x2",8.47,0.411,"https://doi.org/10.17632/2dg3spxsbh.2"
"64","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.12,0.14,"LOI","0.4*x + 0.0025*x2",8.25,0.357,"https://doi.org/10.17632/2dg3spxsbh.2"
"65","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.14,0.16,"LOI","0.4*x + 0.0025*x2",7.12,0.476,"https://doi.org/10.17632/2dg3spxsbh.2"
"66","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.16,0.18,"LOI","0.4*x + 0.0025*x2",8.1,0.532,"https://doi.org/10.17632/2dg3spxsbh.2"
"67","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.18,0.2,"LOI","0.4*x + 0.0025*x2",6.03,0.636,"https://doi.org/10.17632/2dg3spxsbh.2"
"68","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.2,0.22,"LOI","0.4*x + 0.0025*x2",5.11,0.65,"https://doi.org/10.17632/2dg3spxsbh.2"
"69","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.22,0.24,"LOI","0.4*x + 0.0025*x2",4.86,0.821,"https://doi.org/10.17632/2dg3spxsbh.2"
"70","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.24,0.26,"LOI","0.4*x + 0.0025*x2",3.76,0.764,"https://doi.org/10.17632/2dg3spxsbh.2"
"71","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.26,0.28,"LOI","0.4*x + 0.0025*x2",3.62,0.779,"https://doi.org/10.17632/2dg3spxsbh.2"
"72","Gu et al 2020","JG LP2-2","La Pocatiere","LP2-2","LP2","May","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.28,0.3,"LOI","0.4*x + 0.0025*x2",3.65,0.892,"https://doi.org/10.17632/2dg3spxsbh.2"
"73","Gu et al 2020","JG LP3-2","La Pocatiere","LP3-2","LP3","May","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0,0.02,"LOI","0.4*x + 0.0025*x2",11.93,0.194,"https://doi.org/10.17632/2dg3spxsbh.2"
