"","Core","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","Conv_factor","BD_reported_g_cm3","DOI"
"185","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,0.89,0.91,"LOI",0.4839846,1.773,"OC = -0.066 + 0.3102*OM",0.905,"https://doi.org/10.1007/s10021-021-00660-6"
"186","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,0.91,0.94,"LOI",0.7042266,2.483,"OC = -0.066 + 0.3102*OM",0.879,"https://doi.org/10.1007/s10021-021-00660-6"
"187","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,0.94,0.97,"LOI",0.4390056,1.628,"OC = -0.066 + 0.3102*OM",0.949,"https://doi.org/10.1007/s10021-021-00660-6"
"188","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,0.97,1,"EA",0.693,2.159,"",0.938,"https://doi.org/10.1007/s10021-021-00660-6"
"189","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1,1.03,"LOI",0.2401674,0.987,"OC = -0.066 + 0.3102*OM",0.955,"https://doi.org/10.1007/s10021-021-00660-6"
"190","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.03,1.06,"LOI",0.1725438,0.769,"OC = -0.066 + 0.3102*OM",1,"https://doi.org/10.1007/s10021-021-00660-6"
"191","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.06,1.09,"EA",0.512,1.928,"",1.191,"https://doi.org/10.1007/s10021-021-00660-6"
"192","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.09,1.11,"LOI",0.1337688,0.644,"OC = -0.066 + 0.3102*OM",0.738,"https://doi.org/10.1007/s10021-021-00660-6"
"193","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.11,1.14,"LOI",0.3617658,1.379,"OC = -0.066 + 0.3102*OM",0.68,"https://doi.org/10.1007/s10021-021-00660-6"
"194","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.14,1.17,"LOI",0.1052304,0.552,"OC = -0.066 + 0.3102*OM",0.539,"https://doi.org/10.1007/s10021-021-00660-6"
"195","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.17,1.2,"LOI",0.098406,0.53,"OC = -0.066 + 0.3102*OM",1.045,"https://doi.org/10.1007/s10021-021-00660-6"
"196","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.2,1.23,"LOI",0.103059,0.545,"OC = -0.066 + 0.3102*OM",0.903,"https://doi.org/10.1007/s10021-021-00660-6"
"197","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.23,1.26,"LOI",0.0832062,0.481,"OC = -0.066 + 0.3102*OM",0.676,"https://doi.org/10.1007/s10021-021-00660-6"
"198","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.26,1.29,"LOI",0.1796784,0.792,"OC = -0.066 + 0.3102*OM",0.962,"https://doi.org/10.1007/s10021-021-00660-6"
"199","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.29,1.31,"LOI",0.1111242,0.571,"OC = -0.066 + 0.3102*OM",0.927,"https://doi.org/10.1007/s10021-021-00660-6"
"200","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.31,1.34,"EA",0.269,0.995,"",0.996,"https://doi.org/10.1007/s10021-021-00660-6"
"201","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.34,1.37,"LOI",0.0258192,0.296,"OC = -0.066 + 0.3102*OM",0.978,"https://doi.org/10.1007/s10021-021-00660-6"
"202","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.37,1.4,"LOI",0.041019,0.345,"OC = -0.066 + 0.3102*OM",0.91,"https://doi.org/10.1007/s10021-021-00660-6"
"203","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.4,1.43,"EA",0.123,0.705,"",0.938,"https://doi.org/10.1007/s10021-021-00660-6"
"204","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.43,1.46,"LOI",0.0825858,0.479,"OC = -0.066 + 0.3102*OM",1.029,"https://doi.org/10.1007/s10021-021-00660-6"
"205","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.46,1.49,"LOI",NA,0.146,"OC = -0.066 + 0.3102*OM",0.658,"https://doi.org/10.1007/s10021-021-00660-6"
"206","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.49,1.51,"LOI",NA,NA,"OC = -0.066 + 0.3102*OM",NA,"https://doi.org/10.1007/s10021-021-00660-6"
"207","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.51,1.54,"LOI",0.348117,1.335,"OC = -0.066 + 0.3102*OM",0.877,"https://doi.org/10.1007/s10021-021-00660-6"
"208","SM3","Martins et al 2022","MM SM3","Ria Formosa","Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,1.54,1.57,"EA",0.086,0.569,"",0.926,"https://doi.org/10.1007/s10021-021-00660-6"
"209","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0,0.04,"EA",2.683,9.361,"",0.476,"https://doi.org/10.1007/s10021-021-00660-6"
"210","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.04,0.07,"LOI",1.9273452,6.426,"OC = -0.066 + 0.3102*OM",0.409,"https://doi.org/10.1007/s10021-021-00660-6"
"211","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.07,0.11,"EA",2.327,8.128,"",0.397,"https://doi.org/10.1007/s10021-021-00660-6"
"212","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.11,0.14,"LOI",1.863444,6.22,"OC = -0.066 + 0.3102*OM",0.369,"https://doi.org/10.1007/s10021-021-00660-6"
"213","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.14,0.18,"EA",2.46,8.079,"",0.339,"https://doi.org/10.1007/s10021-021-00660-6"
"214","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.18,0.21,"LOI",1.8501054,6.177,"OC = -0.066 + 0.3102*OM",0.382,"https://doi.org/10.1007/s10021-021-00660-6"
"215","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.21,0.25,"EA",2.757,9.346,"",0.378,"https://doi.org/10.1007/s10021-021-00660-6"
"216","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.25,0.28,"LOI",2.4981132,8.266,"OC = -0.066 + 0.3102*OM",0.327,"https://doi.org/10.1007/s10021-021-00660-6"
"217","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.28,0.32,"EA",2.466,8.158,"",0.45,"https://doi.org/10.1007/s10021-021-00660-6"
"218","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.32,0.36,"LOI",1.8395586,6.143,"OC = -0.066 + 0.3102*OM",0.464,"https://doi.org/10.1007/s10021-021-00660-6"
"219","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.36,0.39,"EA",2.337,7.231,"",0.463,"https://doi.org/10.1007/s10021-021-00660-6"
"220","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.39,0.43,"LOI",1.6264512,5.456,"OC = -0.066 + 0.3102*OM",0.435,"https://doi.org/10.1007/s10021-021-00660-6"
"221","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.43,0.46,"EA",2.209,8.165,"",0.462,"https://doi.org/10.1007/s10021-021-00660-6"
"222","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.46,0.5,"LOI",1.7046216,5.708,"OC = -0.066 + 0.3102*OM",0.473,"https://doi.org/10.1007/s10021-021-00660-6"
"223","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.5,0.53,"EA",2.174,7.519,"",0.501,"https://doi.org/10.1007/s10021-021-00660-6"
"224","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.53,0.57,"LOI",1.8857784,6.292,"OC = -0.066 + 0.3102*OM",0.476,"https://doi.org/10.1007/s10021-021-00660-6"
"225","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.57,0.6,"EA",1.909,6.951,"",0.48,"https://doi.org/10.1007/s10021-021-00660-6"
"226","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.6,0.64,"LOI",1.4273028,4.814,"OC = -0.066 + 0.3102*OM",0.498,"https://doi.org/10.1007/s10021-021-00660-6"
"227","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.64,0.68,"EA",1.814,5.655,"",0.5,"https://doi.org/10.1007/s10021-021-00660-6"
"228","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.68,0.71,"LOI",0.9195054,3.177,"OC = -0.066 + 0.3102*OM",0.678,"https://doi.org/10.1007/s10021-021-00660-6"
"229","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.71,0.75,"EA",1.394,3.094,"",0.585,"https://doi.org/10.1007/s10021-021-00660-6"
"230","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.75,0.78,"LOI",0.44583,1.65,"OC = -0.066 + 0.3102*OM",0.817,"https://doi.org/10.1007/s10021-021-00660-6"
"231","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.78,0.82,"EA",1.208,1.94,"",0.554,"https://doi.org/10.1007/s10021-021-00660-6"
"232","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.82,0.85,"LOI",0.7340058,2.579,"OC = -0.066 + 0.3102*OM",0.568,"https://doi.org/10.1007/s10021-021-00660-6"
"233","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.85,0.89,"EA",2.532,5.355,"",0.505,"https://doi.org/10.1007/s10021-021-00660-6"
"234","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.89,0.92,"LOI",1.9233126,6.413,"OC = -0.066 + 0.3102*OM",0.482,"https://doi.org/10.1007/s10021-021-00660-6"
"235","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.92,0.96,"LOI",1.9233126,6.413,"OC = -0.066 + 0.3102*OM",0.44,"https://doi.org/10.1007/s10021-021-00660-6"
"236","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,0.96,1,"LOI",1.8563094,6.197,"OC = -0.066 + 0.3102*OM",0.454,"https://doi.org/10.1007/s10021-021-00660-6"
"237","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1,1.03,"LOI",1.542387,5.185,"OC = -0.066 + 0.3102*OM",0.576,"https://doi.org/10.1007/s10021-021-00660-6"
"238","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.03,1.07,"LOI",1.7195112,5.756,"OC = -0.066 + 0.3102*OM",0.429,"https://doi.org/10.1007/s10021-021-00660-6"
"239","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.07,1.1,"LOI",1.2898842,4.371,"OC = -0.066 + 0.3102*OM",0.531,"https://doi.org/10.1007/s10021-021-00660-6"
"240","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.1,1.14,"LOI",1.3494426,4.563,"OC = -0.066 + 0.3102*OM",0.465,"https://doi.org/10.1007/s10021-021-00660-6"
"241","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.14,1.17,"EA",2.01,4.764,"",0.503,"https://doi.org/10.1007/s10021-021-00660-6"
"242","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.17,1.21,"LOI",1.6062882,5.391,"OC = -0.066 + 0.3102*OM",0.528,"https://doi.org/10.1007/s10021-021-00660-6"
"243","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.21,1.24,"LOI",1.0578546,3.623,"OC = -0.066 + 0.3102*OM",0.529,"https://doi.org/10.1007/s10021-021-00660-6"
"244","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.24,1.28,"LOI",0.9992268,3.434,"OC = -0.066 + 0.3102*OM",0.536,"https://doi.org/10.1007/s10021-021-00660-6"
"245","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.28,1.32,"LOI",0.6248154,2.227,"OC = -0.066 + 0.3102*OM",0.719,"https://doi.org/10.1007/s10021-021-00660-6"
"246","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.32,1.35,"LOI",0.419463,1.565,"OC = -0.066 + 0.3102*OM",0.765,"https://doi.org/10.1007/s10021-021-00660-6"
"247","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.35,1.39,"LOI",0.5066292,1.846,"OC = -0.066 + 0.3102*OM",0.62,"https://doi.org/10.1007/s10021-021-00660-6"
"248","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.39,1.42,"LOI",0.4811928,1.764,"OC = -0.066 + 0.3102*OM",0.704,"https://doi.org/10.1007/s10021-021-00660-6"
"249","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.42,1.46,"EA",0.99,2.742,"",0.747,"https://doi.org/10.1007/s10021-021-00660-6"
"250","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.46,1.49,"LOI",0.391545,1.475,"OC = -0.066 + 0.3102*OM",0.765,"https://doi.org/10.1007/s10021-021-00660-6"
"251","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.49,1.53,"LOI",0.1235322,0.611,"OC = -0.066 + 0.3102*OM",0.713,"https://doi.org/10.1007/s10021-021-00660-6"
"252","SM4","Martins et al 2022","MM SM4","Ria Formosa","Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,1.53,1.56,"EA",0.39,2.24,"",0.61,"https://doi.org/10.1007/s10021-021-00660-6"
"253","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0,0.03,"EA",2.63,6.32,"",0.54,"https://doi.org/10.1007/s10021-022-00801-5"
"254","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.03,0.06,"EA",3.3,7.2,"",0.45,"https://doi.org/10.1007/s10021-022-00801-5"
"255","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.06,0.09,"EA",3.18,7.41,"",0.6,"https://doi.org/10.1007/s10021-022-00801-5"
"256","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.09,0.12,"EA",2.64,5.98,"",0.58,"https://doi.org/10.1007/s10021-022-00801-5"
"257","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.12,0.15,"EA",5.64,12.97,"",0.28,"https://doi.org/10.1007/s10021-022-00801-5"
"258","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.15,0.18,"EA",4.99,11.31,"",0.35,"https://doi.org/10.1007/s10021-022-00801-5"
"259","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.18,0.2,"EA",3.49,8.13,"",0.41,"https://doi.org/10.1007/s10021-022-00801-5"
"260","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.2,0.23,"EA",1.72,4.05,"",0.52,"https://doi.org/10.1007/s10021-022-00801-5"
"261","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.23,0.26,"LOI",2.13581,5.21,"OC (% dw) = 0.461 x OM - 0.266",0.57,"https://doi.org/10.1007/s10021-022-00801-5"
"262","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.26,0.29,"EA",1.78,4.34,"",0.58,"https://doi.org/10.1007/s10021-022-00801-5"
"263","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.29,0.32,"LOI",2.52766,6.06,"OC (% dw) = 0.461 x OM - 0.266",0.56,"https://doi.org/10.1007/s10021-022-00801-5"
"264","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.32,0.35,"EA",1.91,4.44,"",0.49,"https://doi.org/10.1007/s10021-022-00801-5"
"265","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.35,0.38,"LOI",0.79891,2.31,"OC (% dw) = 0.461 x OM - 0.266",0.7,"https://doi.org/10.1007/s10021-022-00801-5"
"266","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.38,0.41,"EA",0.72,3.71,"",0.89,"https://doi.org/10.1007/s10021-022-00801-5"
"267","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.41,0.44,"LOI",0.67444,2.04,"OC (% dw) = 0.461 x OM - 0.266",1.03,"https://doi.org/10.1007/s10021-022-00801-5"
"268","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.44,0.47,"EA",0.34,1.52,"",1.06,"https://doi.org/10.1007/s10021-022-00801-5"
"269","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.47,0.5,"EA",0.12,0.73,"",1.39,"https://doi.org/10.1007/s10021-022-00801-5"
"270","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.5,0.52,"LOI",NA,0.02,"OC (% dw) = 0.461 x OM - 0.266",1.38,"https://doi.org/10.1007/s10021-022-00801-5"
"271","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.52,0.55,"EA",0.08,0.17,"",1.3,"https://doi.org/10.1007/s10021-022-00801-5"
"272","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.55,0.58,"LOI",NA,0.57,"OC (% dw) = 0.461 x OM - 0.266",1.04,"https://doi.org/10.1007/s10021-022-00801-5"
"273","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.58,0.61,"EA",0.08,0.29,"",1.01,"https://doi.org/10.1007/s10021-022-00801-5"
"274","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.61,0.64,"LOI",0.00599,0.59,"OC (% dw) = 0.461 x OM - 0.266",1.01,"https://doi.org/10.1007/s10021-022-00801-5"
"275","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.64,0.67,"LOI",0.06592,0.72,"OC (% dw) = 0.461 x OM - 0.266",NA,"https://doi.org/10.1007/s10021-022-00801-5"
"276","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.67,0.7,"EA",0.07,0.42,"",0.99,"https://doi.org/10.1007/s10021-022-00801-5"
"277","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.7,0.73,"EA",0.12,0.97,"",1.26,"https://doi.org/10.1007/s10021-022-00801-5"
"278","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.73,0.76,"LOI",0.89572,2.52,"OC (% dw) = 0.461 x OM - 0.266",1.55,"https://doi.org/10.1007/s10021-022-00801-5"
"279","SM","de los Santos et al 2022 (b)","CBdlS SM","Santibez","Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,0.76,0.79,"EA",0.17,1.99,"",1.49,"https://doi.org/10.1007/s10021-022-00801-5"
